study_id,title,patient_selection_judgment,patient_selection_support,index_test_judgment,index_test_support,reference_standard_judgment,reference_standard_support,flow_timing_judgment,flow_timing_support,analysis_data_handling_judgment,analysis_data_handling_support,applicability_patients,applicability_index_test,applicability_reference_standard,overall_bias,overall_applicability,reviewer,assessment_date,notes
ST170,A Glaucoma Detection System Based on Generative Adversarial Network and InceptionV3,High,Retrospective single-center study using Clinical fundus + GAN; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,Model performance appears to rely on retrospective internal dataset splitting without a clearly independent external validation cohort.,High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST171,Glaucoma detection using novel perceptron based convolutional multi-layer neural network classification,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST172,Glaucoma diagnosis based on both hidden features and domain knowledge through deep learning models,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST173,Glaucoma diagnosis using multi-feature analysis and a deep learning technique,High,The study used selected glaucoma and control groups (100 each) rather than a consecutive clinical population.,Low,Automated AI model applied to OCT images/scans. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,Model performance appears to rely on retrospective internal dataset splitting without a clearly independent external validation cohort.,High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft refined with PDF-grounded study-specific override on 2026-04-16.
ST174,Glaucoma Diagnosis with Machine Learning Based on Optical Coherence Tomography and Color Fundus Images,High,Retrospective clinical study using 208 glaucoma + controls; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,Model performance appears to rely on retrospective internal dataset splitting without a clearly independent external validation cohort.,High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST175,GLAUDIA: A predicative system for glaucoma diagnosis in mass scanning,High,The retrospective dataset comprised 202 non-glaucoma and 297 glaucoma records assembled for model development rather than consecutive screening participants.,Low,Automated AI model applied to ophthalmic images. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,"All analyzed eyes or images appear to have both index-test output and a reference label, and no major timing issue is described in the abstract.",High,Results were reported on a single retrospective dataset without a clearly separate external validation cohort.,High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft refined with PDF-grounded study-specific override on 2026-04-16.
ST176,Graph-based saliency and ensembles of convolutional neural networks for glaucoma detection,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST177,A hierarchical deep learning approach with transparency and interpretability based on small samples for glaucoma diagnosis,High,Retrospective multi-center study using Small sample fundus; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on expert adjudication, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,Model performance appears to rely on retrospective internal dataset splitting without a clearly independent external validation cohort.,Low,Low,Low,High,Low,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST179,Human Versus Machine: Comparing a Deep Learning Algorithm to Human Gradings for Detecting Glaucoma on Fundus Photographs,Low,"Retrospective population screening cohort using Large screening dataset. Population is closer to intended clinical or screening use, although abstract-level reporting of consecutive sampling is limited.",Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on expert adjudication, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,The evaluation compared fundus-photo outputs against specialist gradings and repeatable SAP defect status within the same labeled subject set.,Low,Performance was evaluated within a reported clinical or screening workflow rather than only through internal benchmark splits.,Low,Low,Low,Low,Low,AI-draft (Codex),2026-04-16,QUADAS-3 draft refined with PDF-grounded study-specific override on 2026-04-16.
ST180,Hybrid convolutional neural network optimized with an artificial algae algorithm for glaucoma screening using fundus images,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST181,A hybrid deep learning approach for efficient detection and classification of internal eye diseases,High,"Retrospective evaluation on ORIGA, REFUGE, G1020 within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,High,"Reference standard relied on dataset label from ORIGA, REFUGE, G1020 rather than a participant-level clinical glaucoma workup using structure and function.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST182,Hybrid Deep Learning on Single Wide-field Optical Coherence Tomography Scans Accurately Classifies Glaucoma Suspects,High,Retrospective clinical study using 57 glaucoma + 45 healthy OCT; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to OCT images/scans. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on expert adjudication, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,Model performance appears to rely on retrospective internal dataset splitting without a clearly independent external validation cohort.,High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST183,Hybrid features and optimization-driven recurrent neural network for glaucoma detection,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST184,A hybrid framework for glaucoma detection through federated machine learning and deep learning models,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST185,A hybrid multi model artificial intelligence approach for glaucoma screening,High,"Retrospective evaluation on Large screening dataset within a multi-center design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on expert adjudication, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,The AI-GS network was evaluated on labeled screening images and expert comparison data within the same real-world testing framework.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft refined with PDF-grounded study-specific override on 2026-04-16.
ST186,Identification of glaucoma in fundus images utilizing gray wolf optimization and deep learning,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST187,Impact of Generative Modeling for Fundus Image Augmentation With Improved and Degraded Quality in the Classification of Glaucoma,High,"Retrospective evaluation on Public fundus datasets + GAN augmented within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets + GAN augmented rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST188,Improved automated detection of glaucoma by correlating fundus and SD-OCT image analysis,High,A local retrospective multimodal dataset was assembled for algorithm evaluation rather than a consecutive clinical series.,Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,"All analyzed eyes or images appear to have both index-test output and a reference label, and no major timing issue is described in the abstract.",High,The hybrid fundus/OCT system was evaluated on a local annotated dataset without a clearly independent external validation cohort.,High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft refined with PDF-grounded study-specific override on 2026-04-16.
ST189,Improving Glaucoma Diagnosis Assembling Deep Networks and Voting Schemes,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST190,Investigation of the Role of Convolutional Neural Network Architectures in the Diagnosis of Glaucoma,High,Retrospective clinical study using 238 normal + 320 glaucoma; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,Low,"Independent validation or geographically separate test data were reported, which reduces analysis-related optimism.",High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST191,Lesion identification in fundus images via convolutional neural network-visual saliency analysis,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST192,Medical Application of Geometric Deep Learning for the Diagnosis of Glaucoma,Low,Retrospective multi-center dataset (477 glaucoma + 2296 non-glaucoma OCT) with real-world or geographically diverse evaluation. Consecutive enrollment is not fully detailed in the abstract.,Low,Automated AI model applied to OCT images/scans. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,"All analyzed eyes or images appear to have both index-test output and a reference label, and no major timing issue is described in the abstract.",High,Performance was reported on a retrospective labeled OCT dataset without a clearly independent external validation cohort.,Low,Low,Low,High,Low,AI-draft (Codex),2026-04-16,QUADAS-3 draft refined with PDF-grounded study-specific override on 2026-04-16.
ST193,Medinoid: Computer-Aided Diagnosis and Localization of Glaucoma Using Deep Learning,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST194,An Improved Mask-Guided Glaucoma Screening Method Based on Convolution Neural Network,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST195,Synergistic AI-resident approach for glaucoma screening,Low,"Prospective clinical cohort using Clinical fundus. Population is closer to intended clinical or screening use, although abstract-level reporting of consecutive sampling is limited.",Low,Automated AI model applied to ophthalmic images. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on glaucoma specialist, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Adult patients undergoing first ophthalmic evaluation had AI and resident assessments compared with expert annotations within the same tertiary-care dataset.,Low,Performance was evaluated within a reported clinical or screening workflow rather than only through internal benchmark splits.,Low,Low,Low,Low,Low,AI-draft (Codex),2026-04-16,QUADAS-3 draft refined with PDF-grounded study-specific override on 2026-04-16.
ST196,A Mobile Health Approach for Glaucoma Detection,High,"The paper reports classification of glaucomatous versus healthy eyes for a smartphone-based method, without describing a consecutive real-world screening cohort.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,"All analyzed images appear to come from a labeled glaucoma-versus-healthy dataset, with no separate timing concern described.",High,The smartphone SVM method is reported as an internal method-development study without a clearly independent external validation cohort.,High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft refined with PDF-grounded study-specific override on 2026-04-16.
ST197,MTCLF: A multitask curriculum learning framework for unbiased glaucoma screening,High,"Retrospective evaluation on LAG dataset within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from LAG dataset rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST199,Multi-Dataset Comparison of Vision Transformers and Convolutional Neural Networks for Glaucoma Detection,High,"Retrospective evaluation on Multiple public datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Multiple public datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST201,Multi-task deep learning for glaucoma detection from color fundus images,High,"Retrospective evaluation on REFUGE challenge 1200 images within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from REFUGE challenge 1200 images rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST202,A Multicenter Clinical Study of the Automated Fundus Screening Algorithm,Low,"Prospective multi-center cohort using Multicenter clinical. Population is closer to intended clinical or screening use, although abstract-level reporting of consecutive sampling is limited.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on expert adjudication, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Participants underwent both AI assessment and manual or clinical evaluation within the reported study workflow.,Low,Performance was evaluated within a reported clinical or screening workflow rather than only through internal benchmark splits.,Low,Low,Low,Low,Low,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST203,Multidimensional imaging model for diagnosing primary open-angle glaucoma using fundus photographs and OCT images,High,Retrospective single-center study using Fundus + OCT multidimensional; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,Model performance appears to rely on retrospective internal dataset splitting without a clearly independent external validation cohort.,High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST204,Multimodal Deep Learning Classifier for Primary Open Angle Glaucoma Diagnosis,High,Retrospective clinical study using POAG + healthy eyes; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to OCT images/scans. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,Model performance appears to rely on retrospective internal dataset splitting without a clearly independent external validation cohort.,High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST205,Nature-inspired computing and machine learning based classification approach for glaucoma,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST206,Novel Deep Learning Model for Glaucoma Detection Using Fusion of Fundus and OCT Images,High,Retrospective clinical study using 108 patients fundus+OCT; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,Model performance appears to rely on retrospective internal dataset splitting without a clearly independent external validation cohort.,High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST207,A novel hybrid robust architecture for automatic screening of glaucoma using fundus images,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST208,A novel hybridized feature selection strategy for the effective prediction of glaucoma in retinal images,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST209,A Novel Multimodal Implementation of a Foundation Artificial Intelligence Model for Glaucoma,High,Retrospective multi-center study using DIGS + ADAGES; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on expert adjudication, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,Model performance appears to rely on retrospective internal dataset splitting without a clearly independent external validation cohort.,Low,Low,Low,High,Low,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST210,A novel superpixel based Vision Transformer for improving interpretability in glaucoma detection,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
